year,co2,ch4,n2o,other_wmghg,o3,h2o_stratospheric,contrails,aerosol-radiation_interactions,aerosol-cloud_interactions,bc_on_snow,land_use,volcanic,solar,nonco2_wmghg,aerosol,chapter2_other_anthro,total_anthropogenic,total_natural,total
1905,0.37,0.13,0.04,0.00,0.09,0.01,0.00,-0.07,-0.34,0.02,-0.09,0.07,-0.01,0.17,-0.42,-0.06,0.15,0.07,0.22
1906,0.38,0.13,0.04,0.00,0.09,0.01,0.00,-0.08,-0.36,0.02,-0.10,0.18,0.02,0.17,-0.44,-0.06,0.14,0.20,0.34
1907,0.39,0.14,0.04,0.00,0.09,0.01,0.00,-0.09,-0.39,0.03,-0.10,0.02,0.00,0.18,-0.48,-0.06,0.11,0.02,0.13
1908,0.40,0.14,0.04,0.00,0.09,0.01,0.00,-0.09,-0.38,0.02,-0.10,0.13,0.01,0.18,-0.47,-0.06,0.14,0.14,0.28
1909,0.40,0.14,0.04,0.00,0.09,0.01,0.00,-0.09,-0.39,0.03,-0.10,0.20,-0.00,0.18,-0.48,-0.06,0.13,0.19,0.33
1910,0.41,0.15,0.04,0.00,0.09,0.01,0.00,-0.10,-0.42,0.03,-0.10,0.20,-0.02,0.19,-0.51,-0.06,0.12,0.18,0.30
1911,0.42,0.15,0.04,0.00,0.09,0.01,0.00,-0.09,-0.41,0.03,-0.10,0.20,-0.04,0.19,-0.50,-0.06,0.14,0.16,0.30
1912,0.43,0.15,0.05,0.00,0.09,0.01,0.00,-0.10,-0.41,0.03,-0.10,-0.39,-0.04,0.20,-0.51,-0.06,0.15,-0.43,-0.28
1913,0.44,0.15,0.05,0.00,0.09,0.01,0.00,-0.10,-0.43,0.03,-0.10,-0.30,-0.04,0.20,-0.53,-0.06,0.14,-0.34,-0.20
1914,0.45,0.15,0.05,0.00,0.10,0.01,0.00,-0.09,-0.41,0.03,-0.11,0.01,-0.03,0.20,-0.51,-0.07,0.17,-0.02,0.15
1915,0.46,0.16,0.05,0.00,0.10,0.01,0.00,-0.09,-0.40,0.03,-0.11,0.17,0.01,0.20,-0.49,-0.07,0.20,0.18,0.38
1916,0.47,0.16,0.05,0.00,0.10,0.01,0.00,-0.10,-0.42,0.03,-0.11,0.19,0.04,0.21,-0.52,-0.07,0.18,0.24,0.42
1917,0.48,0.16,0.05,0.00,0.10,0.01,0.00,-0.11,-0.44,0.03,-0.11,0.19,0.07,0.21,-0.55,-0.07,0.17,0.26,0.43
1918,0.49,0.17,0.05,0.00,0.10,0.02,0.00,-0.11,-0.44,0.03,-0.11,0.19,0.07,0.22,-0.55,-0.07,0.19,0.26,0.45
1919,0.49,0.17,0.05,0.00,0.10,0.02,0.00,-0.09,-0.40,0.03,-0.11,0.19,0.04,0.22,-0.49,-0.07,0.26,0.23,0.49
1920,0.50,0.17,0.05,0.00,0.10,0.02,0.00,-0.10,-0.43,0.03,-0.11,0.19,0.01,0.23,-0.53,-0.07,0.23,0.20,0.43
1921,0.51,0.18,0.05,0.00,0.10,0.02,0.00,-0.08,-0.37,0.03,-0.11,0.19,-0.01,0.23,-0.45,-0.07,0.31,0.18,0.49
1922,0.51,0.18,0.05,0.00,0.10,0.02,0.00,-0.08,-0.38,0.03,-0.12,0.05,-0.03,0.23,-0.46,-0.07,0.32,0.02,0.34
1923,0.52,0.18,0.05,0.00,0.11,0.02,0.00,-0.09,-0.43,0.03,-0.12,0.12,-0.03,0.24,-0.52,-0.07,0.28,0.08,0.36
1924,0.52,0.19,0.05,0.00,0.11,0.02,0.00,-0.09,-0.41,0.03,-0.12,0.19,-0.03,0.24,-0.50,-0.07,0.30,0.16,0.47
1925,0.53,0.19,0.05,0.00,0.11,0.02,0.00,-0.09,-0.41,0.03,-0.12,0.19,-0.01,0.24,-0.50,-0.07,0.30,0.19,0.49
1926,0.53,0.19,0.05,0.00,0.11,0.02,0.00,-0.10,-0.42,0.03,-0.12,0.19,0.02,0.24,-0.52,-0.07,0.29,0.21,0.51
1927,0.53,0.19,0.05,0.00,0.11,0.02,0.00,-0.10,-0.44,0.03,-0.12,0.19,0.05,0.24,-0.55,-0.07,0.27,0.24,0.51
1928,0.54,0.19,0.06,0.00,0.11,0.02,0.00,-0.11,-0.44,0.03,-0.12,0.15,0.03,0.25,-0.55,-0.08,0.27,0.18,0.45
1929,0.54,0.20,0.06,0.00,0.12,0.02,0.00,-0.12,-0.47,0.03,-0.12,-0.04,0.02,0.25,-0.59,-0.08,0.24,-0.01,0.22
1930,0.54,0.20,0.06,0.00,0.12,0.02,0.00,-0.11,-0.46,0.03,-0.13,0.19,0.02,0.25,-0.57,-0.08,0.26,0.21,0.48
1931,0.54,0.20,0.06,0.00,0.12,0.02,0.00,-0.10,-0.40,0.03,-0.13,0.19,0.00,0.26,-0.50,-0.08,0.34,0.19,0.53
1932,0.55,0.20,0.06,0.00,0.12,0.02,0.00,-0.08,-0.37,0.03,-0.13,0.00,-0.02,0.26,-0.46,-0.08,0.39,-0.01,0.38
1933,0.55,0.21,0.06,0.00,0.12,0.02,0.00,-0.09,-0.38,0.03,-0.13,0.15,-0.02,0.26,-0.47,-0.08,0.38,0.13,0.51
1934,0.56,0.21,0.06,0.00,0.12,0.02,0.00,-0.10,-0.42,0.03,-0.13,0.19,-0.02,0.27,-0.53,-0.08,0.34,0.17,0.52
1935,0.57,0.21,0.06,0.00,0.13,0.02,0.00,-0.11,-0.44,0.03,-0.13,0.19,0.01,0.27,-0.55,-0.08,0.33,0.20,0.53
1936,0.58,0.21,0.06,0.00,0.13,0.02,0.00,-0.12,-0.48,0.03,-0.13,0.19,0.07,0.27,-0.60,-0.08,0.30,0.26,0.56
1937,0.60,0.22,0.06,0.00,0.13,0.02,0.00,-0.13,-0.50,0.03,-0.13,0.19,0.07,0.28,-0.63,-0.08,0.29,0.26,0.55
1938,0.61,0.22,0.06,0.00,0.13,0.02,0.00,-0.12,-0.46,0.03,-0.14,0.19,0.06,0.28,-0.58,-0.09,0.35,0.25,0.60
1939,0.61,0.22,0.06,0.00,0.13,0.02,0.00,-0.13,-0.49,0.03,-0.14,0.19,0.06,0.28,-0.63,-0.08,0.32,0.25,0.57
1940,0.62,0.22,0.06,0.00,0.14,0.02,0.00,-0.15,-0.52,0.03,-0.14,0.19,0.04,0.29,-0.67,-0.08,0.29,0.23,0.52
1941,0.63,0.22,0.06,0.00,0.14,0.02,0.00,-0.15,-0.53,0.03,-0.14,0.19,0.02,0.29,-0.69,-0.08,0.29,0.21,0.50
1942,0.64,0.23,0.06,0.00,0.14,0.02,0.00,-0.16,-0.55,0.03,-0.14,0.19,0.01,0.29,-0.71,-0.08,0.28,0.19,0.47
1943,0.64,0.23,0.07,0.00,0.15,0.02,0.00,-0.16,-0.56,0.03,-0.14,0.18,-0.01,0.30,-0.71,-0.08,0.29,0.17,0.46
1944,0.64,0.23,0.07,0.00,0.15,0.02,0.00,-0.15,-0.55,0.03,-0.14,0.18,-0.01,0.30,-0.70,-0.08,0.31,0.18,0.49
1945,0.64,0.23,0.07,0.01,0.15,0.02,0.00,-0.13,-0.49,0.03,-0.14,0.18,0.03,0.31,-0.62,-0.09,0.39,0.21,0.60
1946,0.64,0.23,0.07,0.01,0.15,0.02,0.00,-0.13,-0.48,0.03,-0.14,0.18,0.04,0.31,-0.61,-0.09,0.41,0.23,0.64
1947,0.64,0.24,0.07,0.01,0.16,0.02,0.00,-0.15,-0.51,0.03,-0.14,0.18,0.09,0.31,-0.66,-0.09,0.37,0.27,0.64
1948,0.64,0.24,0.07,0.01,0.16,0.02,0.00,-0.16,-0.54,0.03,-0.14,0.18,0.11,0.32,-0.69,-0.09,0.34,0.29,0.63
1949,0.64,0.24,0.07,0.01,0.16,0.02,0.00,-0.14,-0.51,0.03,-0.14,0.18,0.09,0.32,-0.65,-0.09,0.39,0.27,0.66
1950,0.65,0.24,0.07,0.01,0.17,0.02,0.00,-0.15,-0.55,0.03,-0.14,0.18,0.06,0.32,-0.71,-0.09,0.35,0.24,0.59
1951,0.65,0.25,0.07,0.01,0.17,0.02,0.01,-0.16,-0.54,0.03,-0.15,0.18,0.01,0.33,-0.71,-0.09,0.36,0.19,0.55
1952,0.66,0.25,0.07,0.01,0.18,0.02,0.01,-0.17,-0.56,0.03,-0.15,0.18,0.01,0.33,-0.73,-0.09,0.35,0.19,0.54
1953,0.66,0.25,0.07,0.01,0.18,0.02,0.01,-0.18,-0.58,0.03,-0.15,0.18,-0.00,0.34,-0.76,-0.09,0.34,0.18,0.52
1954,0.67,0.26,0.07,0.01,0.19,0.02,0.01,-0.18,-0.59,0.03,-0.15,0.18,-0.00,0.35,-0.77,-0.09,0.35,0.18,0.52
1955,0.68,0.27,0.07,0.02,0.19,0.02,0.01,-0.20,-0.62,0.03,-0.16,0.18,0.02,0.36,-0.82,-0.09,0.31,0.20,0.52
1956,0.68,0.27,0.07,0.02,0.20,0.03,0.01,-0.21,-0.67,0.04,-0.16,0.18,0.08,0.37,-0.88,-0.09,0.27,0.26,0.54
1957,0.69,0.28,0.08,0.02,0.21,0.03,0.01,-0.22,-0.70,0.04,-0.16,0.18,0.14,0.38,-0.92,-0.09,0.25,0.32,0.57
1958,0.69,0.29,0.08,0.02,0.21,0.03,0.01,-0.22,-0.69,0.04,-0.17,0.18,0.15,0.38,-0.91,-0.09,0.29,0.33,0.61
1959,0.70,0.29,0.08,0.02,0.22,0.03,0.01,-0.23,-0.70,0.04,-0.17,0.18,0.12,0.39,-0.93,-0.09,0.28,0.29,0.58
1960,0.71,0.29,0.08,0.03,0.22,0.03,0.01,-0.25,-0.73,0.04,-0.17,0.18,0.09,0.40,-0.98,-0.09,0.26,0.27,0.54
1961,0.72,0.30,0.08,0.03,0.23,0.03,0.01,-0.26,-0.76,0.04,-0.17,0.17,0.05,0.41,-1.02,-0.09,0.25,0.21,0.46
1962,0.74,0.30,0.08,0.03,0.23,0.03,0.01,-0.26,-0.76,0.04,-0.17,-0.02,0.01,0.42,-1.02,-0.09,0.27,-0.01,0.26
1963,0.75,0.31,0.08,0.04,0.24,0.03,0.01,-0.28,-0.81,0.04,-0.17,-0.91,0.00,0.43,-1.09,-0.09,0.24,-0.91,-0.67
1964,0.76,0.32,0.08,0.04,0.25,0.03,0.01,-0.29,-0.80,0.04,-0.17,-0.67,-0.00,0.44,-1.09,-0.09,0.27,-0.67,-0.40
1965,0.77,0.32,0.08,0.05,0.25,0.03,0.01,-0.30,-0.82,0.04,-0.17,-0.34,-0.00,0.46,-1.12,-0.09,0.27,-0.35,-0.08
1966,0.79,0.33,0.09,0.05,0.26,0.03,0.01,-0.31,-0.83,0.04,-0.17,0.11,0.03,0.47,-1.15,-0.08,0.28,0.13,0.42
1967,0.80,0.33,0.09,0.06,0.26,0.03,0.02,-0.32,-0.85,0.04,-0.17,-0.15,0.06,0.48,-1.17,-0.08,0.28,-0.09,0.19
1968,0.81,0.34,0.09,0.07,0.27,0.03,0.02,-0.34,-0.87,0.05,-0.18,-0.04,0.07,0.50,-1.21,-0.08,0.29,0.04,0.33
1969,0.83,0.35,0.09,0.07,0.28,0.03,0.02,-0.35,-0.88,0.05,-0.18,0.05,0.08,0.52,-1.23,-0.08,0.31,0.13,0.44
1970,0.85,0.36,0.09,0.08,0.28,0.03,0.02,-0.38,-0.92,0.05,-0.18,0.05,0.08,0.54,-1.30,-0.08,0.29,0.13,0.42
1971,0.86,0.37,0.09,0.09,0.29,0.03,0.02,-0.38,-0.93,0.05,-0.18,-0.09,0.05,0.56,-1.31,-0.07,0.32,-0.04,0.28
1972,0.90,0.38,0.09,0.10,0.29,0.03,0.02,-0.39,-0.98,0.05,-0.18,0.03,0.05,0.58,-1.38,-0.07,0.32,0.07,0.39
1973,0.94,0.38,0.10,0.12,0.30,0.04,0.02,-0.41,-0.98,0.05,-0.18,0.16,0.02,0.59,-1.39,-0.07,0.37,0.18,0.55
1974,0.95,0.39,0.10,0.13,0.30,0.04,0.02,-0.40,-0.98,0.05,-0.18,0.02,0.01,0.61,-1.37,-0.07,0.43,0.03,0.46
1975,0.95,0.40,0.10,0.14,0.31,0.04,0.02,-0.39,-0.96,0.05,-0.18,-0.22,0.01,0.64,-1.35,-0.07,0.48,-0.22,0.26
1976,0.97,0.40,0.10,0.15,0.31,0.04,0.02,-0.41,-1.01,0.06,-0.18,0.04,0.00,0.66,-1.41,-0.07,0.46,0.04,0.49
1977,1.00,0.41,0.10,0.17,0.32,0.04,0.02,-0.41,-1.02,0.06,-0.18,0.12,0.03,0.68,-1.42,-0.06,0.51,0.15,0.66
1978,1.02,0.42,0.10,0.18,0.32,0.04,0.02,-0.40,-1.03,0.06,-0.18,0.15,0.08,0.70,-1.43,-0.06,0.56,0.22,0.78
1979,1.05,0.43,0.11,0.19,0.33,0.04,0.02,-0.41,-1.04,0.06,-0.18,0.13,0.12,0.72,-1.45,-0.06,0.60,0.25,0.84
1980,1.09,0.43,0.11,0.20,0.33,0.04,0.02,-0.41,-1.04,0.06,-0.18,0.09,0.11,0.75,-1.44,-0.06,0.66,0.19,0.86
1981,1.11,0.44,0.11,0.22,0.34,0.04,0.02,-0.40,-1.01,0.06,-0.18,0.05,0.11,0.77,-1.40,-0.06,0.75,0.16,0.91
1982,1.12,0.45,0.11,0.23,0.34,0.04,0.02,-0.39,-1.04,0.06,-0.18,-0.29,0.07,0.79,-1.44,-0.06,0.75,-0.22,0.53
1983,1.15,0.45,0.12,0.24,0.34,0.04,0.02,-0.38,-0.98,0.06,-0.18,-0.75,0.07,0.81,-1.36,-0.06,0.88,-0.69,0.19
1984,1.17,0.46,0.12,0.25,0.34,0.04,0.03,-0.38,-1.00,0.06,-0.19,-0.29,0.01,0.83,-1.38,-0.05,0.91,-0.28,0.63
1985,1.19,0.46,0.12,0.26,0.35,0.04,0.03,-0.38,-1.01,0.07,-0.19,-0.03,-0.00,0.85,-1.39,-0.05,0.95,-0.03,0.92
1986,1.22,0.47,0.12,0.28,0.35,0.04,0.03,-0.37,-1.01,0.07,-0.19,-0.03,-0.00,0.87,-1.39,-0.05,1.00,-0.03,0.97
1987,1.25,0.47,0.12,0.29,0.35,0.04,0.03,-0.38,-1.04,0.07,-0.19,0.05,0.01,0.89,-1.43,-0.05,1.01,0.06,1.07
1988,1.29,0.48,0.13,0.31,0.35,0.04,0.03,-0.38,-1.05,0.07,-0.19,0.10,0.06,0.91,-1.43,-0.04,1.08,0.16,1.24
1989,1.31,0.48,0.13,0.32,0.36,0.04,0.03,-0.38,-1.04,0.07,-0.19,0.14,0.12,0.93,-1.41,-0.04,1.15,0.26,1.41
1990,1.33,0.49,0.13,0.33,0.36,0.04,0.03,-0.38,-1.05,0.07,-0.19,0.14,0.11,0.95,-1.43,-0.04,1.17,0.24,1.42
1991,1.35,0.49,0.14,0.34,0.36,0.05,0.03,-0.39,-1.13,0.07,-0.19,-0.58,0.10,0.97,-1.52,-0.04,1.12,-0.47,0.65
1992,1.36,0.49,0.14,0.35,0.37,0.05,0.03,-0.35,-1.01,0.07,-0.19,-1.79,0.08,0.98,-1.36,-0.04,1.31,-1.70,-0.40
1993,1.37,0.50,0.14,0.36,0.37,0.05,0.03,-0.35,-1.02,0.07,-0.19,-0.79,0.03,0.99,-1.37,-0.04,1.32,-0.76,0.56
1994,1.40,0.50,0.14,0.36,0.38,0.05,0.03,-0.36,-1.07,0.07,-0.19,-0.09,0.00,1.00,-1.42,-0.04,1.30,-0.08,1.22
1995,1.43,0.50,0.14,0.36,0.38,0.05,0.03,-0.33,-1.01,0.07,-0.19,0.09,-0.00,1.00,-1.34,-0.04,1.43,0.09,1.51
1996,1.45,0.50,0.14,0.37,0.38,0.05,0.03,-0.32,-0.98,0.07,-0.19,0.15,-0.01,1.01,-1.30,-0.04,1.50,0.14,1.64
1997,1.47,0.50,0.15,0.37,0.39,0.05,0.04,-0.36,-1.10,0.07,-0.19,0.17,0.00,1.02,-1.46,-0.04,1.38,0.17,1.55
1998,1.51,0.51,0.15,0.37,0.39,0.05,0.04,-0.34,-1.08,0.07,-0.19,0.17,0.05,1.03,-1.42,-0.04,1.46,0.22,1.69
1999,1.54,0.51,0.15,0.37,0.39,0.05,0.04,-0.30,-0.96,0.07,-0.19,0.17,0.08,1.04,-1.26,-0.04,1.67,0.26,1.93
2000,1.56,0.51,0.16,0.37,0.40,0.05,0.04,-0.30,-0.92,0.07,-0.19,0.18,0.11,1.04,-1.22,-0.04,1.74,0.29,2.02
2001,1.58,0.51,0.16,0.38,0.40,0.05,0.04,-0.30,-0.92,0.07,-0.19,0.17,0.10,1.04,-1.22,-0.04,1.77,0.27,2.04
2002,1.62,0.51,0.16,0.38,0.41,0.05,0.04,-0.32,-1.00,0.07,-0.19,0.18,0.10,1.05,-1.31,-0.04,1.72,0.28,2.00
2003,1.65,0.51,0.16,0.38,0.41,0.05,0.04,-0.33,-1.02,0.07,-0.19,0.16,0.04,1.05,-1.36,-0.04,1.73,0.20,1.93
2004,1.68,0.51,0.17,0.38,0.42,0.05,0.04,-0.33,-1.03,0.08,-0.19,0.17,0.02,1.06,-1.36,-0.03,1.76,0.19,1.95
2005,1.71,0.51,0.17,0.38,0.42,0.05,0.04,-0.34,-1.06,0.08,-0.20,0.14,-0.01,1.06,-1.40,-0.03,1.77,0.13,1.90
2006,1.74,0.51,0.17,0.38,0.42,0.05,0.04,-0.36,-1.08,0.08,-0.20,0.13,-0.02,1.07,-1.44,-0.03,1.77,0.11,1.88
2007,1.77,0.51,0.17,0.39,0.43,0.05,0.04,-0.34,-1.06,0.08,-0.20,0.11,-0.03,1.07,-1.39,-0.02,1.85,0.09,1.94
2008,1.80,0.51,0.18,0.39,0.43,0.05,0.04,-0.32,-1.02,0.08,-0.20,0.13,-0.03,1.08,-1.34,-0.02,1.95,0.10,2.05
2009,1.82,0.52,0.18,0.39,0.44,0.05,0.04,-0.29,-0.97,0.08,-0.20,0.10,-0.03,1.09,-1.27,-0.02,2.05,0.07,2.13
2010,1.85,0.52,0.18,0.39,0.44,0.05,0.04,-0.27,-0.99,0.08,-0.20,0.14,-0.01,1.09,-1.27,-0.02,2.10,0.13,2.23
2011,1.88,0.52,0.18,0.39,0.45,0.05,0.05,-0.28,-0.97,0.08,-0.20,0.10,0.03,1.10,-1.25,-0.02,2.16,0.12,2.29
2012,1.91,0.52,0.19,0.40,0.46,0.05,0.05,-0.28,-0.99,0.09,-0.20,0.13,0.04,1.11,-1.27,-0.02,2.18,0.17,2.35
2013,1.95,0.52,0.19,0.40,0.46,0.05,0.05,-0.26,-0.93,0.08,-0.20,0.16,0.05,1.11,-1.19,-0.02,2.32,0.21,2.53
2014,1.98,0.53,0.19,0.40,0.47,0.05,0.05,-0.25,-0.94,0.08,-0.20,0.14,0.06,1.12,-1.19,-0.02,2.36,0.20,2.56
2015,2.01,0.53,0.20,0.40,0.47,0.05,0.05,-0.23,-0.89,0.08,-0.20,0.11,0.03,1.13,-1.12,-0.02,2.47,0.14,2.61
2016,2.06,0.54,0.20,0.40,0.46,0.05,0.05,-0.22,-0.87,0.08,-0.20,0.13,-0.01,1.14,-1.09,-0.01,2.56,0.12,2.68
2017,2.09,0.54,0.20,0.40,0.46,0.05,0.06,-0.21,-0.85,0.08,-0.20,0.15,-0.02,1.14,-1.06,-0.01,2.62,0.13,2.75
2018,2.12,0.54,0.21,0.41,0.47,0.05,0.06,-0.22,-0.85,0.08,-0.20,0.14,-0.02,1.15,-1.07,-0.01,2.66,0.12,2.78
2019,2.16,0.54,0.21,0.41,0.47,0.05,0.06,-0.22,-0.84,0.08,-0.20,0.14,-0.02,1.16,-1.06,-0.01,2.72,0.12,2.84
2020,2.19,0.55,0.21,0.41,0.46,0.05,0.03,-0.19,-0.77,0.07,-0.19,0.07,-0.02,1.17,-0.96,-0.04,2.83,0.06,2.89
2021,2.22,0.55,0.22,0.41,0.48,0.05,0.04,-0.21,-0.83,0.08,-0.19,0.13,0.02,1.18,-1.04,-0.03,2.82,0.15,2.97
2022,2.25,0.56,0.22,0.41,0.47,0.05,0.05,-0.19,-0.74,0.07,-0.19,0.17,0.06,1.19,-0.93,-0.02,2.97,0.23,3.20
2023,2.29,0.56,0.22,0.41,0.50,0.05,0.05,-0.24,-0.89,0.08,-0.19,0.26,0.08,1.20,-1.13,-0.01,2.85,0.35,3.20
2024,2.33,0.57,0.23,0.41,0.50,0.05,0.06,-0.22,-0.85,0.08,-0.19,0.24,0.09,1.21,-1.07,-0.00,2.97,0.33,3.30
